CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,LAT,LONG
50008600,ST NICHOLAS FOOD,MANHATTAN,285,SAINT NICHOLAS AVE,10027,2129239300,Spanish,9/14/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,60,C,40.8105141,-73.9532656
41396367,SAFE HORIZON,MANHATTAN,209,WEST 125 STREET,10027,2126952220,American,4/29/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,40.8093846,-73.9487839
41711813,BEDFORD FALLS,MANHATTAN,206,EAST   67 STREET,10065,2127178181,American,10/7/2015,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,40.7661503,-73.9625243
41613938,JUICE GENERATION CAFE GROUP,MANHATTAN,69,PRINCE STREET,10012,6463458045,American,4/29/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,40.7240841,-73.9970289
40592117,THE OTHEROOM,MANHATTAN,143,PERRY STREET,10014,2126459758,American,5/31/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6,A,40.7349745,-74.0080377
40392430,IPANEMA BAR,MANHATTAN,252,WEST   14 STREET,10011,2128070150,Spanish,10/4/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,31,,40.7393978,-74.0022204
41582298,HALE & HEARTY SOUP,MANHATTAN,655,6 AVENUE,10010,2127929922,Soups & Sandwiches,7/10/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,40.7414476,-73.994216
41359153,TWO BOOTS,MANHATTAN,1617,2 AVENUE,10028,2127340317,Pizza,3/3/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,29,,40.7765639,-73.952983
40796892,MUZZARELLA PIZZA,MANHATTAN,221,AVENUE A,10009,2126140905,Pizza,6/7/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,43,,40.7302265,-73.9807838
41240002,DON PANCHITO RESTAURANT,MANHATTAN,2102,AMSTERDAM AVENUE,10032,2127953290,Mexican,4/2/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,,40.8375504,-73.9390257
41152727,DADDY-O,MANHATTAN,44,BEDFORD STREET,10014,2124148884,American,5/20/2016,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,40.7304193,-74.0041215
41095546,LE GRAINNE CAFE,MANHATTAN,183,9 AVENUE,10011,6464863000,French,11/28/2016,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,40.745412,-74.0024237
41568107,TAPPO,MANHATTAN,49,WEST   24 STREET,10010,2128076888,Italian,8/27/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26,,40.7434556,-73.9914681
50002108,PAULANER BRAUHAUS,MANHATTAN,265-267,BOWERY,10002,2127800300,German,7/11/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,14,,40.7234587,-73.992486
41722813,PONCHE TAQUERIA,MANHATTAN,420,WEST   49 STREET,10019,2125811235,Mexican,11/20/2014,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,40.76313,-73.9904957
50003976,YOGURTLAND,MANHATTAN,795,COLUMBUS AVENUE,10025,2122228629,"Ice Cream, Gelato, Yogurt, Ices",1/29/2014,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,38,,40.794327,-73.9659743
41637080,YEFSI ESTIATORIO,MANHATTAN,1481,YORK AVENUE,10075,2125350293,Greek,4/18/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13,A,40.7710431,-73.9510235
50018003,GREEN LIFE JUICE BAR,MANHATTAN,311,E 76TH ST,10021,2123210744,"Juice, Smoothies, Fruit Salads",1/12/2015,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,41,,40.7712351,-73.9556141
40587714,STARBUCKS COFFEE,MANHATTAN,757,3 AVENUE,10017,2127159884,CafÃ©/Coffee/Tea,11/19/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,,40.7539261,-73.9714666
50001709,AKI 39 JAPANESE CUISINE,MANHATTAN,216,EAST 39 STREET,10016,2128678668,Japanese,2/28/2014,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,7,,40.7483584,-73.9752024
41662004,AROMA CAFE BAKERY & COFFEE SHOP,MANHATTAN,1045,ST NICHOLAS AVENUE,10032,6466926538,Bakery,5/9/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,,40.8366053,-73.94035
50012109,RAVAGH PERSIAN GRILL,MANHATTAN,1135,1ST AVE,10026,2128617900,Middle Eastern,7/17/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,A,40.7618603,-73.9606408
41693250,YEAH SHANGHAI DELUXE,MANHATTAN,50,MOTT STREET,10013,2125664884,Chinese,6/13/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,25,B,40.7154157,-73.9984128
41525442,FLEX MUSSELS,MANHATTAN,154,WEST   13 STREET,10011,2122290222,Seafood,2/17/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,7,A,40.7374001,-73.9996942
41367178,BOI SANDWICH,MANHATTAN,708,3 AVENUE,10017,2126821117,Vietnamese/Cambodian/Malaysia,12/7/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,40.75243,-73.9737387
41664549,FRANNIE'S YOART,MANHATTAN,1,WEST   58 STREET,10019,2128320317,"Ice Cream, Gelato, Yogurt, Ices",7/8/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,,40.7642202,-73.9742747
50002066,MAKANA,MANHATTAN,161,W. 106TH STREET,10025,2126784569,Japanese,2/4/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",Not Critical,77,,40.8003155,-73.9653736
41459513,BUONGIORNO ESPRESSO,MANHATTAN,502,9 AVENUE,10018,2127926998,American,8/10/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26,,40.755926,-73.9941005
41087273,CafÃ© Medi,MANHATTAN,107,RIVINGTON STREET,10002,2124752600,American,8/19/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,,40.719762,-73.988093
41584680,THE ORIGINAL RAY'S PIZZA RESTAURANT,MANHATTAN,462,COLUMBUS AVENUE,10024,2128731134,Pizza,12/20/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,21,,40.7841866,-73.974236
41246549,ORGANIQUE,MANHATTAN,110,EAST   23 STREET,10010,2126742229,American,11/23/2015,Violations were cited in the following area(s).,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",Not Critical,22,,40.7396909,-73.9859769
50038003,AKI KING,MANHATTAN,219,E 23RD ST,10010,2127253399,Chinese,9/16/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,46,,40.7386229,-73.981921
40968428,MR. DENNEHY'S,MANHATTAN,63,CARMINE STREET,10014,2124141223,American,7/30/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,14,,40.7298854,-74.0045879
40905068,NO 32,MANHATTAN,32,EAST    2 STREET,10003,2122534922,American,3/25/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,,40.7251978,-73.9905179
40685734,TOAST,MANHATTAN,3157,BROADWAY,10027,2126621144,American,2/10/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,40.8147985,-73.9594123
40379149,MONTE'S,MANHATTAN,97,MACDOUGAL STREET,10012,2122289194,Italian,11/16/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,,40.7296219,-74.001154
41568332,THE DUCK,MANHATTAN,2171,2 AVENUE,10029,2128313464,American,4/23/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,40,,40.7942353,-73.9400469
40758830,JALAPENO DELI,MANHATTAN,1629,LEXINGTON AVENUE,10029,2128282803,Mexican,9/10/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,18,,40.790024,-73.9476907
50000182,AU JUS,MANHATTAN,1762,1ST AVE,10128,6464763580,Mediterranean,10/5/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,40.7802574,-73.9465966
41298790,SERAFINA AT TIME HOTEL,MANHATTAN,224,WEST 49 STREET,10019,2122471000,Italian,4/2/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,,40.7609803,-73.9854974
50040656,GREGORY'S COFFEE,MANHATTAN,878,LEXINGTON AVE,10065,9089025905,CafÃ©/Coffee/Tea,9/21/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,,40.7664182,-73.9654235
41476932,POPBAR,MANHATTAN,5,CARMINE STREET,10014,2122554874,Nuts/Confectionary,7/29/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,47,,40.730906,-74.002297
41014952,CORTE CAFE,MANHATTAN,2,LAFAYETTE STREET,10007,2127663200,Delicatessen,11/13/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,50,,40.7141238,-74.0039575
